style_code,name,brand,date,retail_price,colorway,story,wants,name_join,release_month,release_dow,wmns,collab,retro,kids,colorway_nlp,main_color,resale_price
878627-003,Nike PG 1 Flip The Switch,Nike,5/5/17,110,Dark Grey/Purple-Violet Dust,"This PG 1 features a predominantly Black upper with shades of blue and purple on the gradient midsole, midfoot strap, tongue logo, and the broken Swoosh logo.",1755,nike pg 1 flip the switch,May,Friday,FALSE,FALSE,FALSE,FALSE,dark grey purple violet dust,Purple,152
921084-103,Nike LeBron 14 Flip The Switch,Nike,5/5/17,175,White/University Red-Black,"Built for James's explosive style of play, the LEBRON 14 features a white and black upper with articulated Zoom Air — the ultimate cushioning system for the four-time MVP and three-time champion.",1115,nike lebron 14 flip the switch,May,Friday,FALSE,FALSE,FALSE,FALSE,white university red black,Black,96
878637-007,Nike KD 9 Elite Flip The Switch,Nike,5/5/17,150,Dark Grey/Light Grey-Metallic Gold,"This Elite version of the Nike KD 9 comes dressed in a Black, Tour Yellow and Blue Fury color scheme. The upper is consists of a Flyknit construction, while Gold accented on the fading midsole and Nike Swoosh give the shoe a nice pop to them. Below you will find a full-length Zoom Air unit to assure that they not only look good but also perform great on the court.",885,nike kd 9 elite flip the switch,May,Friday,FALSE,FALSE,FALSE,FALSE,dark grey light grey metallic gold,Gray,109
852395-003,Nike Kyrie 3 Flip The Switch,Nike,5/5/17,120,Black/Deep Royal Blue-Photo Blue,"The Nike Kyrie 3 Flip The Switch comes with unique features such as the jagged cut Swoosh done in a nice metallic finish that bounces right off the all-Black mesh upper. The bold hits of Deep Royal and Purple that provide nice contrast can also be found on places such as the lining, tongue, branding and sole unit.",2136,nike kyrie 3 flip the switch,May,Friday,FALSE,FALSE,FALSE,FALSE,black deep royal blue photo blue,Blue,176
859516100,Nike WMNS Air Huarache Ultra Oatmeal,Nike,5/5/17,115,Oatmeal/Khaki-Black,This Nike Air Huarache Ultra features an oatmeal upper with black and khaki accents throughout. Down below we have a white Ultra sole unit for further contrast.,59,nike wmns air huarache ultra oatmeal,May,Friday,TRUE,FALSE,FALSE,FALSE,oatmeal khaki black,Brown,115
848624-400,Nike Air Max LD-Zero Blue Moon,Nike,5/4/17,180,Coastal Blue/Coastal Blue-Blue Moon,"The Nike Air Max LD-Zero comes with a mesh, suede and leather build all done in the aforementioned Blue Moon colorway. The same hue is also placed on the laces, branding, lining and midsole. Disrupting the tonal look of the shoe is the Black on the tongue tag and the translucent full-length Air cushioning below.",205,nike air max ldzero blue moon,May,Thursday,FALSE,FALSE,FALSE,FALSE,coastal blue coastal blue blue moon,Blue,180
849558-005,Nike Air VaporMax Pale Grey,Nike,5/4/17,190,Pale Grey/Pale Grey-Ice Blue,"This VaporMax comes with a Pale Grey Flyknit upper that’s gently accented by the off-White hits noted on the Nike Swoosh. The tonal look of the upper extends on to the laces, lining, sock collar and Flywire cables. Below you will find the customary clear VaporMax tooling.",388,nike air vapormax pale grey,May,Thursday,FALSE,FALSE,FALSE,FALSE,pale grey pale grey ice blue,Blue,232
876872-001,Nike SB Blazer Mid XT Donnie,Nike,5/4/17,90,Black/Orange-White,"Rocking a Black upper accented by the Metallic Silver, White and Safety orange hits, This Nike SB Blazer Mid is done in a leather construction with subtle features such as the perforated Swoosh, tonal laces, the rubber toe cap and contrasting White sole unit equipped with Zoom Air cushioning in the heel for impact protection. This shoe is inspired by Nike SB pro rider Donovan Piscopo.",133,nike sb blazer mid xt donnie,May,Thursday,FALSE,FALSE,FALSE,FALSE,black orange white,White,47
902782-002,NikeLab Aqua Sock 360 Black,Nike,5/4/17,90,Black/Pale Grey,"NikeLab is proud to present their newest creation, the NikeLab Aqua Sock 360. This model is an upgraded/modernized version of the OG Nike Aqua Sock 360 that made its initial debut way back in 1987. The OG model was actually made for water sports, so if it has a bit of a “unique” look to them, now you know why.

The NikeLab Aqua Sock 360 features a brand new engineered two-layered perforated mesh upper topped off with a water-like print, a foam heel clip and a strap inspired by the Nike Aqua Sock Too (1989). The lower half of the shoe consists of an outsole that is split into three rubber pods equipped with diagonal traction patterns that provide increased flexibility and grip.",26,nikelab aqua sock 360 black,May,Thursday,FALSE,FALSE,FALSE,FALSE,black pale grey,Black,90
905222-001,Jordan Trunner LX Black Red,Jordan Brand,5/3/17,120,Black/White-Gym Red,"This version of the Jordan Trunner LX features a Black and Red upper with White leather detailing around the toe for added contrast. It’s constructed out of suede, woven nylon and mesh, just like the OG version that dropped back in the early 2000s.",576,jordan trunner lx black red,May,Wednesday,FALSE,FALSE,FALSE,FALSE,black white gym red,Black,88
896192-101,Nike WMNS Air Max 90 Ultra 2.0 Ease Triple White,Nike,5/3/17,140,White/Black,"Dropping in Triple White fashion, the Nike Air Max 90 Ultra 2.0 Ease comes with a perforated neoprene bootie construction to provide the shoe with a sleek look and maximum breathability. Branding hits appears on the tongue, heel and the Swoosh on the side paneling. Below you will find a lightweight 2.0 Ultra sole that provides the shoe with additional comfort.",96,nike wmns air max 90 ultra 20 ease triple white,May,Wednesday,TRUE,FALSE,FALSE,FALSE,white black,Black,140
BY9091,adidas ACE 16+ PureControl Ultra Boost Champagne,Adidas,5/3/17,200,Off White/Core Black-Red,"This ACE 16+ PureControl Ultra Boost is part of the adidas Champagne Pack that pays homage to the infamous cream and red colorway associated with one of soccer’s most esteemed boots, the Predator Mania. To celebrate the re-release of the Mania, adidas Soccer has teamed up with David Beckham to produce an array of striking imagery which pays homage to the Predator adverts from the late 1990’s. The portrait shots of Beckham focus on the Mania’s most identifiable feature– its iconic red tongue.

The shoe brings together the Primeknit upper from adidas football in a cream hue and the industry leading BOOST technology used in adidas Running products in order to meet players’ off-field needs. Black accents have been added on the three stripes branding along with red detailing on the tongue and heel tabs.",261,adidas ace 16 purecontrol ultra boost champagne,May,Wednesday,FALSE,FALSE,FALSE,FALSE,off white core black red,White,251
BB2392,adidas Tubular Doom Primeknit Core Black,Adidas,5/1/17,160,Core Black/Granite-Vintage White,"This adidas Tubular Doom Primeknit comes with a Black and Heather Primeknit sock-like upper along with a premium suede cage and heel wrap with adidas branding. Other details include elastic forefoot straps, glow-in-the-dark accents, and a contrasting white Tubular EVA midsole unit. 

images: kith",93,adidas tubular doom primeknit core black,May,Monday,FALSE,FALSE,FALSE,FALSE,core black granite vintage white,White,54
BA7507,adidas EQT Support RF White Core Black,Adidas,5/1/17,160,White/Core Black-Off White,The adidas EQT Support RF White Core Black features a color contrasting Primeknit upper with added features such as the heel cage and TPU support. Below you will find the traditional EVA midsole equipped with Three Stripes branding that line up nicely with those on the upper. A striped ankle collar and tonal laces complete the look of the shoe.,60,adidas eqt support rf white core black,May,Monday,FALSE,FALSE,FALSE,FALSE,white core black off white,White,69
BA7506,adidas EQT Support RF Frozen Green,Adidas,5/1/17,160,Frozen Green/Core Black-Easy Green,This adidas EQT Support RF Frozen Green rocks a color contrasting Primeknit upper with added features such as the heel cage and TPU support. Below you will find the traditional EVA midsole equipped with Three Stripes branding that line up nicely with those on the upper. A striped ankle collar and tonal laces complete the look of the shoe.,88,adidas eqt support rf frozen green,May,Monday,FALSE,FALSE,FALSE,FALSE,frozen green core black easy green,Green,71
309434-105,Nike Air Diamond Turf 49ers,Nike,5/1/17,115,White/Black-Sport Red,"The Nike Air Diamond Turf that made its debut way back in 1994 is back as this colorway features a leather and nubuck upper in a color scheme consisting of White, Black, Red and Gold. More of the same colors can be seen on the sole unit resulting in a nice and synchronized look. 

images: renarts",151,nike air diamond turf 49ers,May,Monday,FALSE,FALSE,FALSE,FALSE,white black sport red,Black,154
BB1244,adidas EQT Support Ultra Primeknit Frozen Yellow,Adidas,5/1/17,180,Frozen Yellow/Frozen Green-Core Black,"This modern version of the model opts for Primeknit construction on the upper while even more comfort is implemented on to the shoe with the help of the Boost midsole. EQT vibes can be found by way of the Three Stripes ribbons and the TPU ankle support panels. The upper comes in Frozen Yellow, Frozen Green and Black, while the Boost is done in all-White.",100,adidas eqt support ultra primeknit frozen yellow,May,Monday,FALSE,FALSE,FALSE,FALSE,frozen yellow frozen green core black,Green,90
BB1243,adidas EQT Support Ultra Primeknit Vintage White,Adidas,5/1/17,180,Vintage White/Footwear White-Black,"This version of EQT Support Ultra opts for a semi-tonal finish that comes with a Primeknit construction done in a color combination Vintage White, Footwear White and Grey. EQT aesthetics can be found by way of the webbed Three Stripes lacing system and TPU ankle support panels. Last but not least, the model also comes equipped with a beloved Boost midsole, making it a super-comfortable option for the Summer season.",142,adidas eqt support ultra primeknit vintage white,May,Monday,FALSE,FALSE,FALSE,FALSE,vintage white footwear white black,White,75
"
",adidas Busenitz Pro Horween Leather,Adidas,5/1/17,120,Brown,"This version of the adidas Busenitz Pro comes constructed out of a beautiful and premium Horween leather upper done by none other than the Horween Leather Company. For those that don’t know, Horween Leather Company is a Chicago-based tannery that specializes in tanning animal leathers such as the Ameican bison leather you see on the Busenitz Pro above. The dark leather upper also comes with added luxe features such as the rich leather lining, waxed laced, embossed branding and a semi-translucent gumsole that matches up nicely with the motif of the upper.",407,adidas busenitz pro horween leather,May,Monday,FALSE,FALSE,FALSE,FALSE,brown,Brown,
442960-018,Air Jordan 7 GS Hyper Pink,Air Jordan,4/29/17,140,Black / Hyper Pink,"This Air Jordan 7 flaunts a blacked-out upper comprised of smooth and tumbled leather. The defining Hyper Pink accents are applied on the Jumpman branding across its ankles, along the midsole, tongues and branded heel. Finally, an icy translucent outsole caps off the overall profile.",2214,air jordan 7 gs hyper pink,Apr,Saturday,FALSE,FALSE,FALSE,TRUE,black   hyper pink,Black,81
304775-400,Air Jordan 7 Pantone,Air Jordan,4/29/17,190,University Blue / White - Black,"Similar to the AJ 9 Low which released this past June 2016, the Air Jordan 7 will be receiving a Pantone finish as well, and it’s expected to debut this Spring 2017.

Covered in a palette of university blue and white, this particular colorway may perhaps be a homage to MJ’s alma mater — University of North Carolina.

The defining tone essentially drapes what seems to be a nubuck-based upper, while a white Jumpman branding is evident on the ankle section. Finally, a full-length white sole unit finishes off the simplistic two-tone profile.",8277,air jordan 7 pantone,Apr,Saturday,FALSE,FALSE,FALSE,FALSE,university blue   white   black,White,125
CP9366,adidas Yeezy Boost 350 V2 Cream White,Adidas,4/29/17,220,Cream White / Cream White,"Sporting an all-white primeknit construction, the component still bears the distinctive stripe detailing, in addition to the signature “SPLY-350”, although, it’s camouflaged due to its white-out aesthetic. Matching heel pull tabs, laces and a full-length boost sole unit caps off the heavenly profile altogether.

Will restock on September 21st 2018.",15770,adidas yeezy boost 350 v2 cream white,Apr,Saturday,FALSE,FALSE,FALSE,FALSE,cream white   cream white,White,266
AA9794-003,Air Jordan 31 Why Not? PE,Air Jordan,4/29/17,185,Black/Grey-Blue-Orange,"A special variation of the Air Jordan 31 will be dropping in April 2017, as it ties perfectly with Russell Westbrook’s aesthetic.

Dubbed “Why Not?,” this PE pair incorporates a blend of the Oklahoma City Thunder colors and the iconic “Black Cement” motif that is prominent on the Air Jordan 3. Featuring flyweave at the midfoot and forefoot, elephant print detailing graces the heel portion, while tooling from the Air Jordan 30 with the signature galaxy print solidifies its overall build. Finally, an icy outsole with the text “Why” and “Not” completes respective moniker.",1416,air jordan 31 why not pe,Apr,Saturday,FALSE,FALSE,FALSE,FALSE,black grey blue orange,Blue,190
902290-700,Supreme x Nike Air More Uptempo Metallic Gold,Nike,4/29/17,190,Metallic Gold/White,"The Supreme x Nike Air More Uptempo Collection will include pairs that come in Triple Black, Metallic Gold and Red/White. The standout feature on all three pairs is the branding. Instead of the usual “AIR” branding on the paneling, these versions of the Air More Uptempo come with “SUPREME” branding wrapped all over the shoe. Adding to the collaborative feel of the shoe is the co-branded insoles and reflective accents throughout the upper.",1874,supreme x nike air more uptempo metallic gold,Apr,Saturday,FALSE,TRUE,FALSE,FALSE,metallic gold white,White,468
902290-001,Supreme x Nike Air More Uptempo Black,Nike,4/29/17,190,Black/Black-White,"The Supreme x Nike Air More Uptempo Collection will include pairs that come in Triple Black, Metallic Gold and Red/White. The standout feature on all three pairs is the branding. Instead of the usual “AIR” branding on the paneling, these versions of the Air More Uptempo come with “SUPREME” branding wrapped all over the shoe. Adding to the collaborative feel of the shoe is the co-branded insoles and reflective accents throughout the upper.",1439,supreme x nike air more uptempo black,Apr,Saturday,FALSE,TRUE,FALSE,FALSE,black black white,Black,479
902290-600,Supreme x Nike Air More Uptempo Red,Nike,4/29/17,190,Varsity Red/White,"The Supreme x Nike Air More Uptempo Collection will include pairs that come in Triple Black, Metallic Gold and Red/White. The standout feature on all three pairs is the branding. Instead of the usual “AIR” branding on the paneling, these versions of the Air More Uptempo come with “SUPREME” branding wrapped all over the shoe. Adding to the collaborative feel of the shoe is the co-branded insoles and reflective accents throughout the upper.",2313,supreme x nike air more uptempo red,Apr,Saturday,FALSE,TRUE,FALSE,FALSE,varsity red white,Red,851
880869-100,Nike Air Shake NDestrukt Bulls,Nike,4/28/17,140,White/Red-Black,"One of Dennis Rodman’s shoe of choice during the ’90s. the Nike Air Shake Ndestrukt OG comes with a couple of features that help the shoe stand out a bit. The all-White leather upper is nicely contrasted by the Red accents on the lining, piping and the brand outline. Things that stand out include the large Swoosh branding on acorss the forefoot and the assymetrical lacing system that can be spotted on the medial side of the shoe. Additional branding on the heel and perforations on the toe round out the look of the shoe.",290,nike air shake ndestrukt bulls,Apr,Friday,FALSE,FALSE,FALSE,FALSE,white red black,White,63
880869-001,Nike Air Shake Ndestrukt OG,Nike,4/28/17,140,Black/White-Black-Team Orange,"Worn by Dennis Rodman back in 1996, the Nike Air Shake Ndestrukt in the OG Black and White color scheme. Just like the owner of the shoe, the Nike Air Shake Ndestrukt is a very unique looking basketball shoes with a few standout features. These features include the bold Nike Swoosh branding that goes across the forefoot, the rugged outsole and the asymmetrical lacing system. Most of the shoe comes in Black, while hits of White and Orange are used for the branding.",719,nike air shake ndestrukt og,Apr,Friday,FALSE,FALSE,TRUE,FALSE,black white black team orange,Black,95
BB1236,adidas EQT Support 93/17 Milled Leather Black,Adidas,4/28/17,180,Core Black/Running White-Footwear White,This adidas EQT Support 93/17 features a black upper made out of leather and Primeknit and a White Boost sole unit. Other details include suede and leather detailing on various portions of the upper.,101,adidas eqt support 9317 milled leather black,Apr,Friday,FALSE,FALSE,FALSE,FALSE,core black running white footwear white,White,99
"
",Nike KD 9 Elite Multicolor,Nike,4/28/17,150,Multi-Color/Black-Volt,"The Nike KD 9 Elite Multicolor comes with a multicolor Flyknit woven upper paired up with the Black hits on the heel and ankle collar. Even more Black accents are found on the laces, midsole and thick exposed Flywire. Adding even more color to the shoe is the Volt noted on the Zoom midsole.",382,nike kd 9 elite multicolor,Apr,Friday,FALSE,FALSE,FALSE,FALSE,multi color black volt,Multi-Color,
821955-800,Nike Air Trainer Cruz Easter,Nike,4/27/17,140,Orange Quartz/Orange Quartz-Sail,The Nike Air Cruz has returned for Easter 2017 with a pastel-like orange quartz theme. The pinkish/tan hue basically covers the suede upper that is detailed with a mid-foot strap and heel strap. A sail white midsole and more orange quartz accents on the outsole complete the tonal design overall.,372,nike air trainer cruz easter,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,orange quartz orange quartz sail,Orange,68
849558-002,Nike Air VaporMax Asphalt,Nike,4/27/17,190,Dark Grey/Pure Platinum-White,This Air VaporMax features a breathable Flyknit upper done in shades of Grey with Platinum Swoosh logos and Flywire cables. The signatures full-length Air Max sole and 3M Reflective detailing cap things off.,864,nike air vapormax asphalt,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,dark grey pure platinum white,White,234
899473-002,Nike Air VaporMax Oreo,Nike,4/27/17,190,Pale Grey/Sail-Black,"The makeup of the shoe consists of a White Flyknit upper offset by the Black detailing placed throughout the Flyknit base, most notably on forefoot, heel and Flywire. It also comes with a translucent Nike Swoosh logo and additional Black branding on the tongue. Below you will find the signature full-length Air Max unit to complete the simple aesthetics of the shoe.",505,nike air vapormax oreo,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,pale grey sail black,Gray,303
899472-002,Nike WMNS Air VaporMax White Ice Blue,Nike,4/27/17,190,White/Neutral Grey-Ice Blue,"This version of the Nike Air VaporMax comes with a White Flyknit upper offset by the soft hits of Blue noted on the Flywire cables, tongue branding and and the translucent icy outsole. Keeping aesthetics clean, the shoe also comes with a White Nike Swoosh and 3M hits on the heel to complete the godly motif of the shoe.",258,nike wmns air vapormax white ice blue,Apr,Thursday,TRUE,FALSE,FALSE,FALSE,white neutral grey ice blue,Blue,290
844933-004,Nike WMNS Roshe Two Spring Garden,Nike,4/20/17,100,Black/White-Multi-Color,"Each of the four pairs from the Nike Sportswear Spring Garden Pack come with a similar designed upper consisting of a vibrant floral print placed throughout the base of the shoe. Depending on the model, the shoe will be constructed out of a mix of suede, leather and textile materials. All four pairs will also come with White midsoles and Black outsoles to complete the theme of the collection.",188,nike wmns roshe two spring garden,Apr,Thursday,TRUE,FALSE,FALSE,FALSE,black white multi color,White,100
BB2951,adidas NMD R2 Core Black Running White,Adidas,4/20/17,170,Core Black/Core Black/Running White,This NMD R2 features a black and white Primeknit upper with red detailing on the heel tab and white on the heel tab and Boost midsole. A black rubber outsole completes the look.,261,adidas nmd r2 core black running white,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,core black core black running white,Black,97
BA7259,adidas WMNS NMD R2 Utility Ivy,Adidas,4/20/17,130,Utility Ivy/Utility Ivy/Running White,This NMD R2 for the ladies features a Utility Ivy upper with white detailing on the heel and Boost midsole. A black rubber outsole completes the look.,80,adidas wmns nmd r2 utility ivy,Apr,Thursday,TRUE,FALSE,FALSE,FALSE,utility ivy utility ivy running white,White,100
BB2363,adidas WMNS NMD R1 Shock Pink,Adidas,4/20/17,170,Shock Pink/Core Black/Running White,"This adidas NMD R1 for ladies features a Shock Pink/Core Black/White Primeknit upper with additional black accents on the branding, laces, and heel. A white Boost midsole and black rubber outsole wrap up the look.",142,adidas wmns nmd r1 shock pink,Apr,Thursday,TRUE,FALSE,FALSE,FALSE,shock pink core black running white,White,91
BB2093,adidas Iniki Runner Pride of The 70's,Adidas,4/20/17,120,Footwear White/Light Grey-Core Red-Blue,"Said to pay homage to the 1970’s running era, this Iniki Runner comes with mesh and suede upper done in subtle shades of Footwear White/Light Grey offset by the vibrant hits of Core Red and Blue noted on the outsole, heel and Three Stripes.",1118,adidas iniki runner pride of the 70s,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,footwear white light grey core red blue,Blue,127
BB2911,adidas NMD XR1 Running White,Adidas,4/20/17,150,Running White/Running White/Core Red,"This NMD XR1 features a black and white Primeknit upper with additional white accents on the cage, laces, heel, Boost midsole and rubber outsole.",322,adidas nmd xr1 running white,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,running white running white core red,White,333
883232-001,Nike SB Dunk Low Galaxy,Nike,4/20/17,100,Black/Black-White,"This Nike SB Dunk Low plans to celebrate 4/20, the day of smoking and celebrating cannabis with its “Galaxy” theme, as it pretty much reflects that moment like you’re getting high and reaching for the stars. The upper features an iridescent star pattern that is printed on a patent leather overlay. Black mesh is used for the sides, fat tongue and lining, while a white midsole and translucent outsole completes the design.",446,nike sb dunk low galaxy,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,black black white,Black,98
BB2952,adidas NMD R2 Collegiate Navy,Adidas,4/20/17,170,Collegiate Navy/Collegiate Navy/Running White,This NMD R2 features a Collegiate Navy Primeknit upper with white detailing on the heel tab and Boost midsole.,139,adidas nmd r2 collegiate navy,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,collegiate navy collegiate navy running white,White,100
BB2364,adidas WMNS NMD R1 Core Black Shock Pink,Adidas,4/20/17,170,Core Black/Core Black/Shock Pink,This NMD R1 for the ladies features a black Primeknit upper with pink and grey detailing on the EVA inserts on the midsole. A white Boost midsole and black rubber outsole complete the look.,146,adidas wmns nmd r1 core black shock pink,Apr,Thursday,TRUE,FALSE,FALSE,FALSE,core black core black shock pink,Black,117
BA7260,adidas WMNS NMD R2 Linen,Adidas,4/20/17,130,Linen/Linen/Running White,"This NMD R2 for women features a Linen upper with orange detailing on the heel, a white Boost midsole, and black rubber outsole.",81,adidas wmns nmd r2 linen,Apr,Thursday,TRUE,FALSE,FALSE,FALSE,linen linen running white,White,99
BB2100,adidas Iniki Runner Core Black,Adidas,4/20/17,130,Core Black/Footwear White,"The adidas Iniki Runner comes with a stretch-mesh upper complimented by the suede overlays to help give the shoe a bit of ’70 runner aesthetics. Of course, the best part of this shoe is the fact that adidas has placed the upper on top of a Boost midsole. The black upper is placed on top of a White Boost/Black outsole to create the clean motif of the shoe.",63,adidas iniki runner core black,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,core black footwear white,Black,71
BA7215,adidas NMD XR1 Collegiate Navy,Adidas,4/20/17,150,Collegiate Navy/Collegiate Navy/Core Red,This NMD XR1 features a Collegiate Navy Primeknit upper with matching EVA inserts on the white Boost midsole. A Black rubber outsole completes the look.,252,adidas nmd xr1 collegiate navy,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,collegiate navy collegiate navy core red,Blue,113
BB2101,adidas Iniki Runner Pearl Grey,Adidas,4/20/17,120,Running White/Footwear White-Pearl Grey-Core Black,"This adidas Iniki Runner comes with a stretch-mesh upper complimented by the suede overlays to help give the shoe a bit of ’70 runner aesthetics. Of course, the best part of this shoe is the fact that adidas has placed the upper on top of a Boost midsole. The predominantly White upper is placed on top of a White Boost/Black outsole to create the clean motif of the shoe. 

images: rock city kicks",18,adidas iniki runner pearl grey,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,running white footwear white pearl grey core black,White,86
314996-007,Nike Air Foamposite One Copper,Nike,4/20/17,230,Black / Metallic Copper,"Originally introduced in 2010, the Nike Air Foamposite One Copper will be receiving its first retro in 2017, in accordance with the silhouette’s celebratory 20th anniversary.

Essentially mimicking its original counterpart, the durable basketball sneaker is draped in the defining eye-catching metallic copper hue across its rugged upper. The remainder of its profile is accentuated with black to create a dynamic two-tone color scheme, while carbon fiber detailing is seen on the midsole. Finally, an icy translucent outsole tops off its overall build.",11694,nike air foamposite one copper,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,black   metallic copper,Black,176
881105-001,Nike WMNS Air Max 90 Spring Garden,Nike,4/20/17,120,Black/White-Multi-Color,"Each of the four pairs from the Nike Sportswear Spring Garden Pack come with a similar designed upper consisting of a vibrant floral print placed throughout the base of the shoe. Depending on the model, the shoe will be constructed out of a mix of suede, leather and textile materials. All four pairs will also come with White midsoles and Black outsoles to complete the theme of the collection.",470,nike wmns air max 90 spring garden,Apr,Thursday,TRUE,FALSE,FALSE,FALSE,black white multi color,White,113
828404-007,Nike WMNS Internationalist Spring Garden,Nike,4/20/17,100,Black/White-Multi-Color,"Each of the four pairs from the Nike Sportswear Spring Garden Pack come with a similar designed upper consisting of a vibrant floral print placed throughout the base of the shoe. Depending on the model, the shoe will be constructed out of a mix of suede, leather and textile materials. All four pairs will also come with White midsoles and Black outsoles to complete the theme of the collection.",146,nike wmns internationalist spring garden,Apr,Thursday,TRUE,FALSE,FALSE,FALSE,black white multi color,White,100
862335-003,Nike WMNS Juvenate Spring Garden,Nike,4/20/17,95,Black/White-Multi-Color,"Each of the four pairs from the Nike Sportswear Spring Garden Pack come with a similar designed upper consisting of a vibrant floral print placed throughout the base of the shoe. Depending on the model, the shoe will be constructed out of a mix of suede, leather and textile materials. All four pairs will also come with White midsoles and Black outsoles to complete the theme of the collection.",92,nike wmns juvenate spring garden,Apr,Thursday,TRUE,FALSE,FALSE,FALSE,black white multi color,White,95
644791-004,Nike Little Posite One Copper,Nike,4/20/17,180,Black / Metallic Copper,"Originally introduced in 2010, the Nike Air Foamposite One Copper will be receiving its first retro in 2017, in accordance with the silhouette’s celebratory 20th anniversary.

Essentially mimicking its original counterpart, the durable basketball sneaker is draped in the defining eye-catching metallic copper hue across its rugged upper. The remainder of its profile is accentuated with black to create a dynamic two-tone color scheme, while carbon fiber detailing is seen on the midsole. Finally, an icy translucent outsole tops off its overall build.",587,nike little posite one copper,Apr,Thursday,FALSE,FALSE,FALSE,FALSE,black   metallic copper,Black,145
BB8409,adidas Tubular Nova Primeknit Clear Brown,Adidas,4/17/17,140,Clear Brown/Core Black-Mystery Red,"the adidas Tubular Nova Primeknit is constructed out of a Grey Primeknit upper. The tonal look is then gently accented by the multicolor hits consisting of shades of Red/Maroon placed throughout the Primeknit upper and adidas/Tubular branding. The heel strap, laces, and semi-translucent caging system all come in Black to contrast the Grey placed on the Primeknit. Lastly, and EVA midsole and Tubular sole done in White complete the look of the shoe.",28,adidas tubular nova primeknit clear brown,Apr,Monday,FALSE,FALSE,FALSE,FALSE,clear brown core black mystery red,Black,140
864018-101,Nike Air Penny 4 White Black True Red,Nike,4/17/17,160,White/Black-True Red,"This Nike Penny 4 is a classic design with its white/black makeup. Hits of red are seen on the ankle strap, pull tabs, insoles, 1 cent logos on the heel and throughout the translucent outsole.",423,nike air penny 4 white black true red,Apr,Monday,FALSE,FALSE,FALSE,FALSE,white black true red,White,68
BB4489,adidas Ultra Boost Uncaged Clear Grey,Adidas,4/17/17,180,Clear Grey / Mid Grey,"This adidas Ultra Boost Uncaged is defined by its signature primeknit construction in clear grey, and upon closer inspection, the knitted composition is subtly accentuated with orange and blue threading as well. A tonal grey TPU heel counter further reinforces its profile, while the sneaker is topped off with a complementing white boost midsole unit and black outsole.",957,adidas ultra boost uncaged clear grey,Apr,Monday,FALSE,FALSE,FALSE,FALSE,clear grey   mid grey,Gray,111
919473-600,Nike Air Force 1 High Sport Lux Easter,Nike,4/17/17,275,Pearl Pink/Pearl Pink-Metallic Gold Silk,"The Nike Air Force 1 High Sport Lux Easter comes in a Pearl Pink upper constructed out of a premium leather. An abundant amount of features make this pair of Forces a Lux version. These features include the layered ankle strap equipped with Silver plating, the fringe detailing on the heel, the double-layered Swoosh and the tucked seams at the toe. Tonal laces and a tonal sole complete the Easter theme.",771,nike air force 1 high sport lux easter,Apr,Monday,FALSE,FALSE,FALSE,FALSE,pearl pink pearl pink metallic gold silk,Purple,52
845053-500,Nike Air Force 1 Low Easter Egg,Nike,4/17/17,170,Titanium/Lime Ice-Storm Pink,"The Nike Air Force 1 Low Easter Egg is revived in 2017 just in time for the respective holiday, as it was first seen back in 2005, followed by a tweaked iteration in 2006. Overall, the sneaker is treated in a pastel-like color scheme with titanium, lime ice and storm pink tones. Other details include a cracked egg logo on the tongue and insole, white laces, white midsole unit and a lime ice blueish outsole to complete the colorful design.",654,nike air force 1 low easter egg,Apr,Monday,FALSE,FALSE,FALSE,FALSE,titanium lime ice storm pink,Orange,223
943020-400,Nike Air Shake Ndestrukt Easter,Nike,4/17/17,140,Blue Tint/Blue Tint-Sail,"Rocking a brand new colorway, the Nike Air Shake NDestrukt Easter is dressed for the occasion as it comes with a Blue Tint and Sail color scheme. The upper is made out of suede and patent leather while a rubber sole completes the look of the shoe that’s as unique as Dennis Rodman himself.",197,nike air shake ndestrukt easter,Apr,Monday,FALSE,FALSE,FALSE,FALSE,blue tint blue tint sail,Blue,118
852405-600,Nike LeBron 14 Red Brick Road,Nike,4/15/17,175,University Red/Black-White,"This colorway of the Nike LeBron 14 is dubbed “Red Brick Road,” and the bright color is a tribute to the hometown gym where LeBron James’ journey began, or the bricks at the edge of his high school. This edition is a reminder that even when you’ve taken the game to new places, there’s still no place like home.

Dressing the entire dual-zone composite upper with engineered laser perforations in bright red, contrasting black accents are placed on the lining, pull tabs and Swooshes. A speckled white midsole unit and Zoom Air translucent outsole completes the overall design.",681,nike lebron 14 red brick road,Apr,Saturday,FALSE,FALSE,FALSE,FALSE,university red black white,Black,99
